"HIVCoinfectionDistribution","TBHIV","JSON object","NA","NA","NA","The structure defining a complex distribution for HIV coinfection. In the configuration file, **Enable_Coinfection_Incidence** must be set to 1.",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""HIVCoinfectionDistribution"": {
                ""NumDistributionAxes"": 3,
                ""AxisNames"": [
                    ""gender"",
                    ""time"",
                    ""age""
                ],
                ""AxisUnits"": [
                    ""male=0, female=1"",
                    ""days"",
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    1,
                    1,
                    365
                ],
                ""NumPopulationGroups"": [
                    2,
                    3,
                    8
                ],
                ""PopulationGroups"": [
                    [
                        0,
                        1460,
                        1461
                    ],
                    [
                        0,
                        5,
                        5.01,
                        15,
                        15.01,
                        30,
                        30.01,
                        1000
                    ]
                ],
                ""ResultUnits"": ""Probability of HIV infection per repetition of HIV Outbreak"",
                ""ResultScaleFactor"": 1,
                ""ResultValues"": [
                    [
                        [
                            0.1,
                            0.1,
                            0.0,
                            0.0,
                            0.2,
                            0.2,
                            0.1,
                            0.1
                        ],
                        [
                            0.1,
                            0.1,
                            0.0,
                            0.0,
                            0.2,
                            0.2,
                            0.1,
                            0.1
                        ],
                        [
                            1.0,
                            1.0,
                            1.0,
                            1.0,
                            1.0,
                            1.0,
                            1.0,
                            1.0
                        ]
                    ],
                    [
                        [
                            0.1,
                            0.1,
                            0.0,
                            0.0,
                            0.2,
                            0.2,
                            0.1,
                            0.1
                        ],
                        [
                            0.1,
                            0.1,
                            0.0,
                            0.0,
                            0.2,
                            0.2,
                            0.1,
                            0.1
                        ],
                        [
                            1.0,
                            1.0,
                            1.0,
                            1.0,
                            1.0,
                            1.0,
                            1.0,
                            1.0
                        ]
                    ]
                ]
            }
        }
    }
"
"HIVMortalityDistribution","TBHIV","JSON object","NA","NA","NA","The structure defining a complex distribution for HIV mortality. In the configuration file, **Enable_Coinfection_Incidence** must be set to 1.",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""HIVMortalityDistribution"": {
                ""NumDistributionAxes"": 3,
                ""AxisNames"": [
                    ""gender"",
                    ""time"",
                    ""age""
                ],
                ""AxisUnits"": [
                    ""male=0, female=1"",
                    ""days"",
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    1,
                    365,
                    1
                ],
                ""NumPopulationGroups"": [
                    2,
                    8,
                    4
                ],
                ""PopulationGroups"": [
                    [
                        0,
                        1
                    ],
                    [
                        0,
                        100,
                        200,
                        300,
                        400,
                        500,
                        600,
                        700
                    ],
                    [
                        0,
                        20,
                        40,
                        80
                    ]
                ],
                ""ResultUnits"": ""daily mortality of HIV"",
                ""ResultScaleFactor"": 1,
                ""ResultValues"": [
                    [
                        [
                            0.1,
                            0.2,
                            0.11,
                            0.22
                        ],
                        [
                            0.2,
                            0.3,
                            0.22,
                            0.33
                        ],
                        [
                            0.3,
                            0.4,
                            0.33,
                            0.44
                        ],
                        [
                            0.4,
                            0.5,
                            0.44,
                            0.55
                        ],
                        [
                            0.5,
                            0.6,
                            0.55,
                            0.66
                        ],
                        [
                            0.6,
                            0.7,
                            0.66,
                            0.77
                        ],
                        [
                            0.7,
                            0.8,
                            0.77,
                            0.88
                        ],
                        [
                            0.8,
                            0.9,
                            0.88,
                            0.99
                        ]
                    ],
                    [
                        [
                            0.8,
                            0.9,
                            0.88,
                            0.99
                        ],
                        [
                            0.7,
                            0.8,
                            0.77,
                            0.88
                        ],
                        [
                            0.6,
                            0.7,
                            0.66,
                            0.77
                        ],
                        [
                            0.5,
                            0.6,
                            0.55,
                            0.66
                        ],
                        [
                            0.4,
                            0.5,
                            0.44,
                            0.55
                        ],
                        [
                            0.3,
                            0.4,
                            0.33,
                            0.44
                        ],
                        [
                            0.2,
                            0.3,
                            0.22,
                            0.33
                        ],
                        [
                            0.1,
                            0.2,
                            0.11,
                            0.22
                        ]
                    ]
                ]
            }
        }
    }
"
"IdReference","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","string","NA","NA","NA","The identifier for a simulation; all input files (except configuration and campaign files) used in a simulation must have the same **IdReference** value. The value must be greater than 0. If the input files are generated using |COMPS_s|, this indicates the method used for generating the **NodeID**, the identifier used for each node in the simulation.
 
",".. code-block:: json

    {
        ""Metadata"": {
            ""IdReference"": ""Gridded world grump30arcsec""
        }
    }
"
"ImmunityDistribution","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","JSON object","NA","NA","NA","The structure defining a complex immunity distribution. **Immunity_Initialization_Distribution_Type** in the configuration file must be set to DISTRIBUTION_COMPLEX (see :doc:`parameter-configuration-immunity` parameters).",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""ImmunityDistribution"": {
                ""AxisNames"": [
                    ""age""
                ],
                ""AxisUnits"": [
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    365
                ],
                ""NumPopulationGroups"": [
                    1
                ],
                ""PopulationGroups"": [
                    [
                        0
                    ]
                ],
                ""ResultScaleFactor"": 3.6952,
                ""ResultValues"": [
                    [
                        0
                    ]
                ]
            }
        }
    }
"
"IndividualAttributes","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","JSON object","NA","NA","NA","The structure that contains parameters that add or modify the distribution of attributes across individuals in a simulation. For example, the age or immunity distribution. An initial value for an individual is a randomly selected value from a distribution. For example, if you use a uniform distribution to initialize age, the initial ages of individuals in the simulation will be evenly distributed between some minimum and maximum value. These distributions can be set using :ref:`demo-simpledistro` or :ref:`demo-complexdistro`.",".. code-block:: json

    {
        ""Defaults"": {
            ""IndividualAttributes"": {
                ""AgeDistributionFlag"": 0,
                ""AgeDistribution1"": 25550,
                ""AgeDistribution2"": 0
            }
        }
    }
"
"IndividualProperties","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","array of objects","NA","NA","NA","An array that contains parameters that add properties to individuals in a simulation. For example, you can define values for accessibility, age, geography, risk, and other properties and assign values to different individuals. alues.",".. code-block:: json

    {
        ""Defaults"": {
            ""IndividualProperties"": [
                {
                    ""Property"": ""InterventionStatus"",
                    ""Values"": [
                        ""None"",
                        ""ARTStaging""
                    ],
                    ""Initial_Distribution"": [
                        1,
                        0
                    ]
                },
                {
                    ""Property"": ""Risk"",
                    ""Values"": [
                        ""High"",
                        ""Medium"",
                        ""Low""
                    ],
                    ""Initial_Distribution"": [
                        0.2,
                        0.5,
                        0.3
                    ]
                }
            ]
        }
    }
"
"Individual_Property_Name","HIV, STI","string","NA","NA","NA","The individual property used to create groups of people for configuring relationship concurrency settings. The property name must be defined in the **IndividualProperties** section. If the concurrency settings do not vary based on individual properties, set to NONE.","The following example configures different concurrency settings for high and low risk individuals.

.. code-block:: json

    {
        ""Society"": {
            ""Concurrency_Configuration"": {
                ""Probability_Person_Is_Behavioral_Super_Spreader"": 0,
                ""Individual_Property_Name"": ""Risk"",
                ""LOW"": {
                    ""Extra_Relational_Flag_Type"": ""Independent""
                },
                ""HIGH"": {
                    ""Extra_Relational_Flag_Type"": ""Correlated""
                }
            }
        }
    }

The following example configures the same concurrency settings for all individuals.

.. code-block:: json

    {
        ""Society"": {
            ""Concurrency_Configuration"": {
                ""Individual_Property_Name"": ""NONE"",
                ""NONE"": {
                    ""Max_Simultaneous_Relationships_Female"": 4,
                    ""Max_Simultaneous_Relationships_Male"": 4,
                    ""Prob_Extra_Relationship_Female"": 1,
                    ""Prob_Extra_Relationship_Male"": 1
                }
            }
        }
    }
"
"InfectivityReservoirEndTime","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","float","InfectivityReservoirStartTime","3.40282e+038","3.40282e+038","The ending of the exogeneous reservoir of infectivity. This parameter is conditional upon the configuration parameter, **Enable_Infectivity_Reservoir**, being enabled (set to 1).",".. code-block:: json

    {
        ""NodeAttributes"": {
            ""InfectivityReservoirSize"": 0.1,
            ""InfectivityReservoirStartTime"": 90,
            ""InfectivityReservoirEndTime"": 365
        }
    }
"
"InfectivityReservoirSize","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","float","0","3.40282e+038","0","The quantity-per-timestep added to the total infectivity present in a node; it is equivalent to the expected number of additional infections in a node, per timestep. For example, if timestep is equal to a day, then setting **InfectivityReservoirSize** to a value of 0.1 would introduce an infection every 10 days from the exogenous reservoir. This parameter is conditional upon the configuration parameter, **Enable_Infectivity_Reservoir**, being enabled (set to 1).",".. code-block:: json

    {
        ""NodeAttributes"": {
            ""InfectivityReservoirSize"": 0.1,
            ""InfectivityReservoirStartTime"": 90,
            ""InfectivityReservoirEndTime"": 365
        }
    }
"
"InfectivityReservoirStartTime","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","float","0","3.40282e+038","0","The beginning of the exogeneous reservoir of infectivity. This parameter is conditional upon the configuration parameter, **Enable_Infectivity_Reservoir**, being enabled (set to 1).",".. code-block:: json

    {
        ""NodeAttributes"": {
            ""InfectivityReservoirSize"": 0.1,
            ""InfectivityReservoirStartTime"": 90,
            ""InfectivityReservoirEndTime"": 365
        }
    }
"
"INFORMAL","HIV, STI","JSON object","NA","NA","NA","The structure that defines basic relationship, pair formation, and concurrency parameters for longer-term non-marital relationships.",".. code-block:: json

    {
        ""Society"": {
            ""INFORMAL"": {
                ""Relationship_Parameters"": {
                    ""Condom_Usage_Probability"": {
                        ""Min"": 0.0125,
                        ""Max"": 0.45,
                        ""Mid"": 2000,
                        ""Rate"": 1.5
                    }
                },
                ""Pair_Formation_Parameters"": {
                    ""Formation_Rate_Constant"": 0.01
                },
                ""Concurrency_Parameters"": {
                    ""NONE"": {
                        ""Max_Simultaneous_Relationships_Female"": 3,
                        ""Max_Simultaneous_Relationships_Male"": 3
                    }
                }
            }
        }
    }
"
"Initial_Distribution","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","array of floats","0","1","1","An array of floats that define the proportion of property values to assign to individuals or nodes at the beginning of the simulation and when new individuals are born. Their sum must equal 1 and the number of members in this array must match the number of members in **Values**. For Age_Bin property types, omit this parameter as the demographics file controls the age distribution.",".. code-block:: json

    {
        ""NodeProperties"": [
            {
                ""Property"": ""InterventionStatus"",
                ""Values"": [
                    ""NONE"",
                    ""RECENT_SPRAY""
                ],
                ""Initial_Distribution"": [
                    1.0,
                    0.0
                ]
            }
        ]
    }
.. code-block:: json

    {
        ""Nodes"": [
            {
                ""NodeID"": 25,
                ""IndividualProperties"": [
                    {
                        ""Initial_Distribution"": [
                            0.2,
                            0.4,
                            0.4
                        ]
                    }
                ]
            }
        ]
    }
"
"InitialPopulation","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","integer","0","2147480000.0","1000","The number of people that will be populated into the node at the beginning of the simulation. You can scale this number using **Base_Population_Scale_Factor** in the configuration file (see :doc:`parameter-configuration-population` parameters).",".. code-block:: json

    {
        ""Nodes"": [
            {
                ""NodeID"": 25,
                ""NodeAttributes"": {
                    ""InitialPopulation"": 1000
                }
            }
        ]
    }
"
"InitialVectorsPerSpecies","Dengue, Malaria, Vector","JSON object","0","2.15e+09","10,000","The number of vectors per species that will be populated into the node at the beginning of the simulation. Population responds to habitat availability that can be scaled by **LarvalHabitatMultiplier**. **Vector_Sampling_Type** in the configuration file must be set to TRACK_ALL_VECTORS or SAMPLE_IND_VECTORS.",".. code-block:: json

    {
        ""Nodes"": [
            {
                ""NodeID"": 340461476,
                ""NodeAttributes"": {
                    ""InitialVectorsPerSpecies"": {
                        ""aegypti"": 100,
                        ""funestus"": 0,
                        ""gambiae"": 0
                    }
                }
            }
        ]
    }
"
"Joint_Probabilities","HIV, STI","matrix of floats","0","3.40282e+038, ","0","The relative preference of members of one age bin to form relationships with members of another age bin. The columns represent female bins and rows represent male bins.",".. code-block:: json

    {
        ""Society"": {
            ""INFORMAL"": {
                ""Pair_Formation_Parameters"": {
                    ""Formation_Rate_Constant"": 0.0027398,
                    ""Update_Period"": 7.0,
                    ""Number_Age_Bins_Male"": 2,
                    ""Number_Age_Bins_Female"": 2,
                    ""Age_of_First_Bin_Edge_Male"": 50,
                    ""Age_of_First_Bin_Edge_Female"": 50,
                    ""Years_Between_Bin_Edges_Male"": 35,
                    ""Years_Between_Bin_Edges_Female"": 35,
                    ""Joint_Probabilities"": [
                        [
                            0,
                            1
                        ],
                        [
                            1,
                            0
                        ]
                    ]
                }
            }
        }
    }
"
"LarvalHabitatMultiplier","Malaria","float or nested JSON object","NA","NA","NA","The value by which to scale the larval habitat availability specified in the configuration file with **Habitats** across all habitat types, for specific habitat types, or for specific mosquito species within each habitat type.","The following example scales the larval habitat equally across all habitat types and mosquito species.

.. code-block:: json

    {
        ""LarvalHabitatMultiplier"": [
            {
                ""Habitat"": ""ALL_HABITATS"",
                ""Species"": ""ALL_SPECIES"",
                ""Factor"": 0.2
            }
        ]
    }

The following example scales the larval habitat only in the temporary rainfall habitat for all mosquito species.

.. code-block:: json

    {
        ""LarvalHabitatMultiplier"": [
            {
                ""Habitat"": ""TEMPORARY_RAINFALL"",
                ""Species"": ""ALL_SPECIES"",
                ""Factor"": 0.2
            }
        ]
    }

The following example scales the larval habitat independently for *A. gambiae* in the temporary rainfall habitat and for *A. arabiensis* in the brackish swamp habitat.

.. code-block:: json

    {
        ""LarvalHabitatMultiplier"": [
            {
                ""Habitat"": ""TEMPORARY_RAINFALL"",
                ""Species"": ""gambiae"",
                ""Factor"": 0.1
            },
            {
                ""Habitat"": ""BRACKISH_SWAMP"",
                ""Species"": ""arabiensis"",
                ""Factor"": 0.5
            }
        ]
    }
"
"Latitude","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","float","3.40282e+038","-3.40282e+038","-1","Latitude of the node in decimal degrees. This can be used for several things, including determining infectiousness by latitude and defining the size of grid cells.",".. code-block:: json

    {
        ""Nodes"": [
            {
                ""NodeID"": 25,
                ""NodeAttributes"": {
                    ""Latitude"": 12.4,
                    ""Longitude"": 9.35
                }
            }
        ]
    }
"
"Longitude","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","float","-3.40282e+38","3.40282e+38","-1","Longitude of the node in decimal degrees. This can be used for several things, including defining the size of grid cells.",".. code-block:: json

    {
        ""Nodes"": [
            {
                ""NodeID"": 254,
                ""NodeAttributes"": {
                    ""Latitude"": 25.4,
                    ""Longitude"": 9.1
                }
            }
        ]
    }
"
"MARITAL","HIV, STI","JSON object","NA","NA","NA","The structure that defines basic relationship, pair formation, and concurrency parameters for marital relationships.",".. code-block:: json

    {
        ""Society"": {
            ""MARITAL"": {
                ""Relationship_Parameters"": {
                    ""Condom_Usage_Probability"": {
                        ""Min"": 0.002,
                        ""Max"": 0.05,
                        ""Mid"": 2000,
                        ""Rate"": 1.5
                    }
                },
                ""Pair_Formation_Parameters"": {
                    ""Formation_Rate_Constant"": 0.006
                },
                ""Concurrency_Parameters"": {
                    ""NONE"": {
                        ""Max_Simultaneous_Relationships_Female"": 1,
                        ""Max_Simultaneous_Relationships_Male"": 1
                    }
                }
            }
        }
    }
"
"Max","HIV","float","0","1","1","The maximum asymptote (unit of probability) for sigmoidal curve. This parameter is included in the sigmoid utility class, which is currently used with the HIV sim type for the Formation_Rate_Sigmoid and Condom_Usage_Probability parameters.",".. code-block:: json

    {
        ""Max"": 0.3,
        ""Mid"": 2019,
        ""Min"": 0.0125,
        ""Rate"": 1.5
    }
"
"Max_Simultaneous_Relationships_Female","HIV, STI","integer","0","63","1","For females, the maximum number of concurrent relationships. The individual sets the value at initialization and whenever they change relationship type.",".. code-block:: json

    {
        ""Society"": {
            ""INFORMAL"": {
                ""Concurrency_Parameters"": {
                    ""NONE"": {
                        ""Max_Simultaneous_Relationships_Female"": 3,
                        ""Max_Simultaneous_Relationships_Male"": 3,
                        ""Prob_Extra_Relationship_Female"": 0.8,
                        ""Prob_Extra_Relationship_Male"": 0.8
                    }
                }
            }
        }
    }
"
"Max_Simultaneous_Relationships_Male","HIV, STI","integer","0","63","1","For males, the maximum number of concurrent relationships.",".. code-block:: json

    {
        ""Society"": {
            ""INFORMAL"": {
                ""Concurrency_Parameters"": {
                    ""NONE"": {
                        ""Max_Simultaneous_Relationships_Female"": 3,
                        ""Max_Simultaneous_Relationships_Male"": 3,
                        ""Prob_Extra_Relationship_Female"": 0.8,
                        ""Prob_Extra_Relationship_Male"": 0.8
                    }
                }
            }
        }
    }
"
"Metadata","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","JSON object","NA","NA","NA","The structure that contains the metadata for the demographics file.",".. code-block:: json

    {
        ""Metadata"": {
            ""IdReference"": ""Gridded world grump30arcsec"",
            ""NodeCount"": 20
        }
    }
"
"Mid","HIV","float","0","3.40282e+038","2000","The year of the inflection point for sigmoidal curve. This parameter is included in the sigmoid utility class, which is currently used with the HIV sim type for the Formation_Rate_Sigmoid and Condom_Usage_Probability parameters.",".. code-block:: json

    {
        ""Min"": 0.0125,
        ""Max"": 0.3,
        ""Mid"": 2019,
        ""Rate"": 1.5
    }
"
"Migration_Actions","HIV, STI","array of enums","NA","NA","NA","A list of what relationship action to take when one member of the relationship migrates to another node. The order in which they are listed corresponds to the probability values in **Migration_Actions_Distributions**. **Migration_Model** in the configuration file must be set to FIXED_RATE_MIGRATION. Possible values are:


Terminate
    Relationship is stopped. The individual's relationship count is decremented so they can enter new relationships.
Pause
    Relationship is put on hold. The couple is not in the same node so they cannot consummate their relationship, but the individual's relationship count is not decremented since they are still in the relationship. The relationship can resume if both partners are in the same node, which need not be their home node. Relationship duration timers continue and relationship could terminate while paused.
Migrate
    Partners in the relationship migrate simultaneously and continue the relationship. Person migrating tells their partner to cancel all of their relationships and migrate during the current time step. This avoids a cascade of people migration.",".. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Relationship_Parameters"": {
                    ""Migration_Actions"": [
                        ""TERMINATE"",
                        ""PAUSE"",
                        ""MIGRATE""
                    ],
                    ""Migration_Actions_Distribution"": [
                        0.7,
                        0.2,
                        0.1
                    ]
                }
            }
        }
    }
"
"Migration_Actions_Distribution","HIV, STI","array of floats","0","1","NA","A list of the proportion of relationships that take a given action when one member of the relationship migrates. The sum of all values must be 1 and the order of the list corresponds to the order in **Migration_Actions**. **Migration_Model** in the configuration file must be set to FIXED_RATE_MIGRATION.",".. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Relationship_Parameters"": {
                    ""Migration_Actions"": [
                        ""TERMINATE"",
                        ""PAUSE"",
                        ""MIGRATE""
                    ],
                    ""Migration_Actions_Distribution"": [
                        0.7,
                        0.2,
                        0.1
                    ]
                }
            }
        }
    }
"
"MigrationHeterogeneityDistribution1","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","float","-3.40282e+38","3.40282e+38","1","The first value in the migration heterogeneity distribution, the meaning of which depends upon the value set in **MigrationHeterogeneityFlag**. The table below shows the flag value and corresponding distribution value. 

.. csv-table::
   :header: MigrationHeterogeneityDistributionFlag, MigrationHeterogeneityDistribution1
   :widths: 1, 3

   0, Migration heterogeneity value to assign.
   1, Minimum migration heterogeneity for a uniform distribution.
   2, Mean migration heterogeneity for a Gaussian distribution.
   3, Exponential decay rate.
   4, Mean migration heterogeneity for a Poisson distribution.
   5, Mu (the mean of the natural log) for a log normal distribution.
   6, ""Proportion of individuals in the second, user-defined migration heterogeneity bin vs. the first migration heterogeneity bin (value of 1 ) for a bimodal distribution. Must be between 0 and 1.""
   7, Scale parameter for a Weibull distribution.

**Enable_Migration_Heterogeneity** in the configuration file must be set to 1 (see :doc:`parameter-configuration-migration` parameters).",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MigrationHeterogeneityDistributionFlag"": 0,
            ""MigrationHeterogeneityDistribution1"": 1,
            ""MigrationHeterogeneityDistribution2"": 0
        }
    }
"
"MigrationHeterogeneityDistribution2","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","float","-3.40282e+038","3.40282e+038","0","The second value in the distribution, the meaning of which depends upon the value set in **MigrationHeterogeneityDistributionFlag**. The table below shows the flag value and corresponding distribution value. 

.. csv-table::
   :header: MigrationHeterogeneityDistributionFlag, MigrationHeterogeneityDistribution2
   :widths: 1, 3

   0, ""NA, set to 0.""
   1, Maximum migration heterogeneity for a uniform distribution.
   2, Standard deviation in migration heterogeneity for a Gaussian distribution.
   3, ""NA, set to 0.""
   4, ""NA, set to 0.""
   5, Sigma (the standard deviation of the natural log) for a log normal distribution.
   6, ""The migration heterogeniety of individuals in the second migration heterogeniety bin for a bimodal distribution.""
   7, Shape parameter for a Weibull distribution.

**Enable_Migration_Heterogeneity** in the configuration file must be set to 1 (see :doc:`parameter-configuration-migration` parameters).",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MigrationHeterogeneityDistributionFlag"": 0,
            ""MigrationHeterogeneityDistribution1"": 1,
            ""MigrationHeterogeneityDistribution2"": 0
        }
    }
"
"MigrationHeterogeneityDistributionFlag","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","integer","0","7","0","The type of distribution to use for migration heterogeneity. Possible values are:

* 0 (Constant, everyone in the population has the same migration value.)
* 1 (Uniform, migration values are randomly drawn between a minimum and maximum value.)
* 2 (Gaussian)
* 3 (Exponential)
* 4 (Poisson)
* 5 (Log normal)
* 6 (Bimodal, non-continuous with some individuals with a migration heterogeniety of 1 and others a user-defined value.)
* 7 (Weibull)

**Enable_Migration_Heterogeneity** in the configuration file must be set to 1 (see :doc:`parameter-configuration-migration` parameters).",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MigrationHeterogeneityDistributionFlag"": 0,
            ""MigrationHeterogeneityDistribution1"": 1,
            ""MigrationHeterogeneityDistribution2"": 0
        }
    }
"
"Min","HIV","float","0","1","1","The minimum asymptote (unit of probability) for sigmoidal curve. This parameter is included in the sigmoid utility class, which is currently used with the HIV sim type for the Formation_Rate_Sigmoid and Condom_Usage_Probability parameters.",".. code-block:: json

    {
        ""Min"": 0.0125,
        ""Max"": 0.3,
        ""Mid"": 2019,
        ""Rate"": 1.5
    }
"
"MortalityDistribution","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","JSON object","NA","NA","NA","The distribution of non-disease mortality for a population. **Death_Rate_Dependence** in the configuration file must be set to NONDISEASE_MORTALITY_BY_AGE_AND_GENDER or NONDISEASE_MORTALITY_BY_YEAR_AND_AGE_FOR_EACH_GENDER (see :doc:`parameter-configuration-mortality` parameters).

.. warning::

    Mortality is sampled every 30 days. To correctly attribute neonatal deaths to days 0-30, you must indicate that the threshold for the first age group in **PopulationGroups** is less than 30 days.",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MortalityDistribution"": {
                ""AxisNames"": [
                    ""gender"",
                    ""age""
                ],
                ""AxisScaleFactors"": [
                    1,
                    1
                ],
                ""NumDistributionAxes"": 2,
                ""NumPopulationGroups"": [
                    2,
                    4
                ],
                ""PopulationGroups"": [
                    [
                        0,
                        1
                    ],
                    [
                        0.0,
                        29.99,
                        365,
                        1826
                    ]
                ],
                ""ResultScaleFactor"": 1,
                ""ResultValues"": [
                    [
                        0.0016,
                        0.000107,
                        6.3e-05,
                        100.0
                    ],
                    [
                        0.0016,
                        0.000107,
                        6.3e-05,
                        100.0
                    ]
                ]
            }
        }
    }
"
"MSP_mean_antibody_distribution","Malaria","JSON object","NA","NA","NA","The mean of the fraction of the antigenic variants of the anti-MSP antibody that the immune system has been exposed to, binned by age using **PopulationGroups**. **ResultValues** are bounded between 0 and 1, typically increasing with age.  **Immunity_Initialization_Distribution_Type** in the configuration file must be set to DISTRIBUTION_COMPLEX.
",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MSP_mean_antibody_distribution"": {
                ""AxisNames"": [
                    ""age""
                ],
                ""AxisUnits"": [
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    365
                ],
                ""NumPopulationGroups"": [
                    11
                ],
                ""PopulationGroups"": [
                    [
                        0,
                        0.5,
                        1.5,
                        2.5,
                        3.5,
                        4.5,
                        7.5,
                        15,
                        25,
                        35,
                        60
                    ]
                ],
                ""ResultUnits"": ""mean fraction of antibody variants"",
                ""ResultScaleFactor"": 1,
                ""ResultValues"": [
                    0,
                    0.0668,
                    0.1499,
                    0.2279,
                    0.2988,
                    0.3743,
                    0.5576,
                    0.8248,
                    0.8866,
                    0.8748,
                    0.8723
                ]
            }
        }
    }
"
"MSP_variance_antibody_distribution","Malaria","JSON object","NA","NA","NA","The variance of the fraction of the antigenic variants of the anti-MSP antibody that the immune system has been exposed to, binned by age using **PopulationGroups**. **ResultValues** are bounded between 0 and 1, typically increasing with age.  **Immunity_Initialization_Distribution_Type** in the configuration file must be set to DISTRIBUTION_COMPLEX.
",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MSP_variance_antibody_distribution"": {
                ""AxisNames"": [
                    ""age""
                ],
                ""AxisUnits"": [
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    365
                ],
                ""NumPopulationGroups"": [
                    11
                ],
                ""PopulationGroups"": [
                    [
                        0,
                        0.5,
                        1.5,
                        2.5,
                        3.5,
                        4.5,
                        7.5,
                        15,
                        25,
                        35,
                        60
                    ]
                ],
                ""ResultUnits"": ""mean fraction of antibody variants"",
                ""ResultScaleFactor"": 1,
                ""ResultValues"": [
                    0,
                    0.027,
                    0.029,
                    0.0271,
                    0.0309,
                    0.0323,
                    0.0899,
                    0.0726,
                    0.0285,
                    0.0267,
                    0.0279
                ]
            }
        }
    }
"
"NodeAttributes","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","JSON object","NA","NA","NA","The structure that contains parameters that add or modify information regarding the location, migration, habitat, and population of a simulation. Some **NodeAttributes** depend on values set in the configuration parameters.",".. code-block:: json

    {
        ""Nodes"": [
            {
                ""NodeID"": 1487548419,
                ""NodeAttributes"": {
                    ""Latitude"": 12.4208,
                    ""Longitude"": 9.15417
                }
            }
        ]
    }
"
"NodeCount","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","integer","1","Depends on available memory","NA","The number of nodes to expect in the input files. This parameter is required.",".. code-block:: json

    {
        ""Metadata"": {
            ""NodeCount"": 2
        }
    }
"
"NodeID","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","integer","NA","NA","NA","The identifier for a particular node. ",".. code-block:: json

    {
        ""Nodes"": [
            {
                ""NodeID"": 1,
                ""NodeAttributes"": {}
            }
        ]
    }
"
